# Cpu scheduler: fcfs
# Quantum: None
pid arrival_time cpu_bursts_time io_bursts_time bursts_time tat ready_wait_time io_wait_time
0 2.85959 64.36670101992786 18.49121037581935 82.8579113957472 127.26332862023267 44.40541722448544 18.491210375819346
3 95.4529 37.49134735018015 8.6828010328114 46.17414838299156 234.85632110890242 188.68217272591085 8.682801032811426
2 76.5136 59.63343296572567 14.86127707529812 74.4947100410238 450.7414800270328 376.246769986009 14.861277075298162
7 186.191 50.112265404313796 10.021239723730838 60.13350512804463 513.5668941262254 453.43338899818076 10.021239723730872
10 265.413 29.44126851856709 7.4128677171655 36.85413623573258 598.4399525170961 561.5858162813636 7.412867717165511
22 432.074 34.682521341368556 7.92214709091931 42.604668432287866 954.144139346216 911.5394709139282 7.9221470909193386
5 125.938 69.23196858912708 18.08513245871291 87.31710104783996 1403.7550186725148 1316.437917624675 18.085132458712764
11 294.161 52.93900781124829 12.565915695484732 65.50492350673302 1406.951673587624 1341.4467500808912 12.565915695484591
8 192.216 47.70711932890118 17.30156712988391 65.00868645878509 1599.4625246520231 1534.453838193238 17.301567129883892
20 401.611 44.550164654850974 11.540374188590802 56.09053884344178 1436.5008857706825 1380.4103469272407 11.540374188590818
21 418.285 50.191536551341414 10.72514330316335 60.91667985450477 1434.6270204611608 1373.710340606656 10.725143303163463
28 546.16 38.31257901713253 8.30815390171484 46.62073291884736 1333.373990673248 1286.7532577544007 8.308153901714718
13 297.539 53.92292172461748 15.12570509631187 69.04862682092934 1641.9116610105673 1572.863034189638 15.12570509631172
14 312.698 52.7502163387835 16.20389727083966 68.95411360962315 1690.0813055172007 1621.1271919075773 16.203897270839775
6 170.379 53.5881213005632 21.12920397398994 74.71732527455315 1899.2989127730916 1824.5815874985385 21.129203973989775
12 296.536 64.22941024415194 17.71812968915328 81.94753993330521 1851.5237884035596 1769.5762484702543 17.718129689153272
9 201.542 68.4036559946835 19.891576156392702 88.2952321510762 2035.4139759064506 1947.1187437553742 19.89157615639283
26 500.21 38.669151213020086 12.538518584426491 51.207669797446584 1766.9545561265686 1715.746886329122 12.538518584426583
23 444.868 60.99188140034675 14.340278333239262 75.33215973358601 1950.402131662015 1875.0214635489135 14.388786712754722
