# Cpu scheduler: srtf
# Quantum: None
pid arrival_time cpu_bursts_time io_bursts_time bursts_time tat ready_wait_time io_wait_time
0 2.85959 64.36670101992786 18.49121037581935 82.8579113957472 98.591095126234 15.7331837304868 18.491210375819332
6 170.379 53.5881213005632 21.12920397398994 74.71732527455315 102.60740098002944 27.89007570547625 21.129203973989945
3 95.4529 37.49134735018015 8.6828010328114 46.17414838299156 200.3805190996291 154.20637071663754 8.682801032811426
8 192.216 47.70711932890118 17.30156712988391 65.00868645878509 113.96369499481114 48.9550085360261 17.301567129883864
17 361.411 61.15418411977589 19.06219874871895 80.21638286849483 351.93764832106257 271.72126545256776 19.062198748718913
20 401.611 44.550164654850974 11.540374188590802 56.09053884344178 356.5352282049398 300.44468936149804 11.540374188590818
31 591.936 51.529025988653316 17.680193295702328 69.20921928435565 232.08490454575815 162.87568526140262 17.680193295702225
34 677.097 53.73051612265408 14.579961363319319 68.3104774859734 201.79660896823214 133.48613148225877 14.579961363319285
39 886.868 44.11185143701731 16.54209919357672 60.65395063059404 95.73025059100269 35.07629996040862 16.542099193576746
25 471.864 43.56253118067981 15.51424378240481 59.07677496308462 665.483722883143 606.4069479200585 15.51424378240472
15 322.218 74.96296581812203 20.63197052413599 95.59493634225801 898.3442107461024 802.7492744038443 20.631970524136023
48 1159.31 53.489393031224594 19.01988806203008 72.50928109325467 122.93808779972846 50.42880670647378 19.019888062030077
40 891.761 54.00033477693796 11.204618188831962 65.20495296576992 456.27005076168894 391.065097795919 11.204618188832
19 396.244 82.22993090189993 25.13801403073594 107.36794493263588 1048.611725719214 941.2437807865779 25.138014030736088
21 418.285 50.191536551341414 10.72514330316335 60.91667985450477 1036.1408646656687 975.2241848111639 10.72514330316335
13 297.539 53.92292172461748 15.12570509631187 69.04862682092934 1208.766826203425 1139.7181993824956 15.12570509631172
38 839.936 78.07939712516963 23.31235907636582 101.39175620153546 756.0580669401478 654.666310738612 23.312359076366192
37 813.434 81.36052517779173 26.27217221697791 107.63269739476962 834.5541296264869 726.9214322317175 26.27217221697765
2 76.5136 59.63343296572567 14.86127707529812 74.4947100410238 1653.5245257510674 1579.0298157100437 14.861277075298133
45 985.371 84.5819248557091 19.74472754858434 104.32665240429341 752.1486648514759 647.8220124471824 19.74472754858448
14 312.698 52.7502163387835 16.20389727083966 68.95411360962315 1455.4231680020134 1386.3469355192412 16.326016143988795
23 444.868 60.99188140034675 14.340278333239262 75.33215973358601 1465.8885531465155 1390.5563934129293 14.34027833323944
9 201.542 68.4036559946835 19.891576156392702 88.2952321510762 1736.722828530599 1648.4275963795224 19.89157615639283
27 533.633 57.93618129566312 16.082162076793608 74.01834337245674 1442.8297586542558 1368.811415281799 16.082162076793566
49 1167.4 48.69280237704513 15.556153370905658 64.2489557479508 854.9215881097059 790.6726323617554 15.55615337090535
22 432.074 34.682521341368556 7.92214709091931 42.604668432287866 1611.4591006026756 1568.8544321703878 7.9221470909193386
10 265.413 29.44126851856709 7.4128677171655 36.85413623573258 1810.0926820808836 1773.238545845151 7.412867717165398
46 995.443 46.64153113588691 12.87695062607527 59.51848176196217 1115.8284430182168 1056.3099612562546 12.876950626075427
41 900.175 64.42130878381431 13.81054275520146 78.23185153901578 1314.0939936305324 1235.8621420915165 13.810542755201368
30 574.57 102.79397782124579 34.32887370185926 137.12285152310503 1705.1165644332877 1567.9937129101827 34.32887370185949
11 294.161 52.93900781124829 12.565915695484732 65.50492350673302 2019.101283840675 1953.596360333942 12.565915695484705
35 710.641 59.60894946567714 14.13391025597228 73.74285972164942 1662.8068034279236 1589.063943706274 14.133910255972637
16 360.746 85.35357949510215 26.50974395126104 111.8633234463632 2052.136903239869 1940.2735797935052 26.509743951261385
33 604.196 52.96406349912288 15.31168249174953 68.2757459908724 1852.6022988147924 1784.3265528239194 15.311682491750162
7 186.191 50.112265404313796 10.021239723730838 60.13350512804463 2349.951026951064 2289.817521823019 10.021239723731014
32 602.29 103.14159075543283 31.08612550953403 134.22771626496683 1942.5487000518779 1808.3209837869108 31.086125509533986
18 389.593 76.79315725341439 20.96983383717016 97.76299109058456 2288.886299565211 2191.123308474627 20.969833837169972
36 718.539 75.35901737585664 17.99059856329113 93.34961593914777 1988.2200922336021 1894.8704762944542 17.990598563291314
42 913.241 64.43070460483432 16.90329822264612 81.33400282748045 1872.373271393225 1791.0392685657444 16.9032982226463
1 54.6768 136.1847102120519 41.1265599552542 177.3112701673061 2758.4245441118337 2581.1132739445275 41.12655995525431
28 546.16 38.31257901713253 8.30815390171484 46.62073291884736 2305.9174964822387 2259.296763563391 8.308153901715059
29 547.884 52.089839471504106 16.24371931590141 68.33355878740551 2322.3678332802615 2253.9073887826653 16.370605026092107
26 500.21 38.669151213020086 12.538518584426491 51.207669797446584 2376.1150381513426 2324.907368353896 12.538518584426583
4 99.4587 86.42922246269885 32.27894952679053 118.70817198948936 2810.388126940302 2691.6799549508128 32.2789495267907
12 296.536 64.22941024415194 17.71812968915328 81.94753993330521 2711.6214544492104 2629.6739145159054 17.718129689153272
5 125.938 69.23196858912708 18.08513245871291 87.31710104783996 2899.78562019065 2812.4685191428107 18.08513245871245
47 1050.86 47.64388585649429 14.72614637482912 62.37003223132342 2033.7485652406256 1971.3785330093026 14.726146374828659
44 969.8 70.65813249535859 19.79436355894432 90.45249605430293 2183.274496946756 2092.8220008924536 19.794363558943814
43 934.009 117.93634369038043 28.9135637066327 146.8499073970131 2233.453260997381 2086.603353600368 28.913563706632885
24 458.609 78.71203639917076 17.32068578563631 96.03272218480708 2716.953386109952 2620.920663925145 17.320685785636215
