# Cpu scheduler: srtf
# Quantum: None
pid arrival_time cpu_bursts_time io_bursts_time bursts_time tat ready_wait_time io_wait_time
1 43.1996 12.735559163149441 3.029267461691052 15.764826624840493 26.9757398024667 11.210913177626189 3.029267461691056
0 40.969 18.201996861957 4.756316806469114 22.95831366842611 36.17569926391764 13.217385595491521 4.756316806469123
4 85.1477 9.10851640603505 2.3384385198354725 11.446954925870521 18.65501809508129 7.20806316921076 2.338438519835478
5 96.7682 15.94309334852733 3.690303161181509 19.633396509708835 37.62336807104164 17.989971561332794 3.690303161181504
2 60.1463 25.551124111749232 6.328191807679832 31.87931591942906 81.11247466897518 49.23315874954609 6.328191807679858
6 100.287 16.92778462101704 4.299958262778819 21.227742883795862 65.32843998072892 44.10069709693302 4.299958262778844
7 113.089 11.14134208508768 2.3421352189034215 13.483477303991101 59.857840298194816 46.37436299420371 2.3421352189034366
8 145.741 17.44736473006195 4.850992930680512 22.298357660742465 35.90928035274743 13.610922692004948 4.850992930680519
3 79.0269 23.216065941611312 6.232849741121755 29.448915682733066 124.75728127812484 95.30836559539176 6.232849741121768
13 216.98 16.805962745565928 4.278159759799021 21.084122505364952 39.7687069585551 18.684584453190126 4.278159759799024
19 249.8 14.150857944274321 3.524496325291693 17.67535426956601 35.210451527610815 17.5350972580448 3.524496325291693
10 193.669 10.703200689982609 2.194770739832893 12.897971429815504 101.95721436926576 89.05924293945023 2.1947707398329044
11 209.702 20.45470239315181 5.532505626976492 25.987208020128296 88.88338676045873 62.896178740330384 5.53250562697653
14 225.562 12.47013385989704 2.909534322703258 15.379668182600298 107.40172322325634 92.02205504065608 2.909534322703223
17 233.687 12.002912445692349 3.0405731223523613 15.043485568044712 106.82161995790193 91.77813438985723 3.040573122352356
12 213.418 24.10923386388457 5.858862129645421 29.968095993529992 139.8816749228988 109.91357892936875 5.858862129645473
9 177.171 20.34467298630626 5.980511914333329 26.325184900639588 177.42723639674153 151.10205149610195 5.980511914333334
18 240.474 9.853730665985498 2.1719332461711023 12.0256639121566 129.61184874781821 117.58618483566161 2.1719332461711076
26 376.07 13.220311949029568 3.31906634811312 16.53937829714269 28.80943591975648 12.27005762261382 3.319066348113097
22 356.362 20.64194630621932 5.050038652308285 25.691984958527602 73.950633075491 48.2586481169634 5.050038652308274
25 374.208 21.204522985499363 4.756822543824092 25.961345529323452 91.06340531066843 65.10205978134496 4.756822543824114
15 226.453 25.287548434687782 6.683021607762202 31.97057004244999 243.26320711872395 211.29263707627396 6.683021607762214
28 402.525 22.90681284246967 6.133438588259743 29.040251430729413 84.52100559600672 55.48075416527729 6.133438588259764
16 228.457 13.983991669723778 2.992150054313242 16.976141724037024 267.15127227921266 250.17513055517563 2.992150054313271
21 315.354 13.78477510297671 3.311328106652945 17.096103209629653 208.95426183205512 191.85815862242544 3.3113281066529794
30 483.468 23.9673263321165 6.141094183363022 30.108420515479523 46.59462816891113 16.486207653431677 6.141094183362952
29 416.708 23.8300280459225 5.646709019411356 29.476737065333857 138.13508717709072 108.65835011175676 5.646709019411446
23 367.316 23.07424467545933 6.343594583356753 29.417839258816084 195.7361405185298 166.31830125971362 6.343594583356833
20 302.213 14.767134800786152 3.763804361550139 18.530939162336285 262.4847670698617 243.9538279075254 3.7638043615501147
27 388.052 15.54670635075309 3.847391661023721 19.39409801177681 186.13028072726206 166.73618271548526 3.847391661023721
31 539.066 16.78702582791446 3.432395091326908 20.21942091924137 56.400933262367175 36.181512343125746 3.4323950913269528
32 570.829 19.23498484445734 4.354467513086274 23.589452357543614 39.500784339825145 15.911331982281808 4.354467513085979
35 610.104 7.37304350058548 1.8269594560842959 9.200002956669776 14.146599406026667 4.946596449356889 1.826959456084296
34 602.465 13.137954754289241 3.295739006809889 16.43369376109913 28.195790052563325 11.762096291464218 3.2957390068098675
33 594.42 15.30325364437885 3.528051918558776 18.831305562937626 47.400976694412975 28.56967113147539 3.528051918558731
24 372.454 16.12186892307363 3.3771031389478603 19.498972062021487 284.3642801767442 264.8653081147228 3.3771031389478026
36 648.728 18.193773298524327 4.9941925672814245 23.187965865805754 29.711191700118093 6.523225834312257 4.994192567281516
37 668.574 17.54605157836341 3.8778584940359004 21.42391007239931 26.07901286393826 4.655102791538866 3.8778584940359906
38 777.616 7.581785776885241 1.756951947929338 9.338737724814578 9.338737724814678 0.0 1.7569519479294513
39 799.235 14.79391899495385 3.743485668953508 18.537404663907356 18.537404663907296 0.0 3.74348566895344
40 842.193 11.61230169725604 2.655383643414825 14.267685340670866 14.267685340670823 0.0 2.6553836434147797
41 857.385 11.309791509062059 2.426908501517027 13.736700010579089 13.73670001057917 0.0 2.4269085015171186
43 875.698 15.24721320113167 4.127958461502566 19.375171662634237 28.539363589685536 9.16419192705132 4.127958461502544
42 868.046 13.32946473849005 3.319560049613938 16.649024788103986 37.86016082608705 21.21113603798301 3.319560049613983
44 878.623 12.11229785298929 2.952761607756838 15.065059460746129 36.83221945924504 21.767159998498755 2.9527616077569974
45 906.648 16.54198052966966 4.364885592879727 20.906866122549392 25.643205546064337 4.736339423515005 4.364885592879659
46 1034.87 18.898011044133458 5.026002991572024 23.924014035705483 23.924014035705568 0.0 5.026002991572113
47 1077.15 11.119341740384701 2.82189629059285 13.941238030977548 16.033835817351928 2.092597786374199 2.821896290593031
49 1092.83 13.511641818098731 3.3909852738957857 16.902627091994514 27.417098517920977 10.514471425926558 3.3909852738956943
48 1087.16 19.07509585237131 4.338642931496725 23.413738783868038 36.286509802238925 12.87277101837094 4.338642931496679
